a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
-0.11,-0.22,-1.16,12.19,-15.69,-12.5,-5.62,8.0,0.19,-0.35,-0.69,9.77,99105.65,24.45,2024-11-19 17:04:55
-0.52,0.09,-0.65,12.19,-15.69,-12.5,-7.25,10.06,0.19,-0.39,-0.71,9.77,99105.65,24.45,2024-11-19 17:04:55
-0.48,-0.5,-0.01,12.88,-16.0,-13.25,-5.06,10.19,1.44,-0.44,-0.75,9.76,99105.63,24.45,2024-11-19 17:04:55
-0.44,-0.45,0.48,12.88,-16.0,-13.25,1.62,6.87,1.06,-0.48,-0.75,9.76,99105.49,24.45,2024-11-19 17:04:55
-0.56,-0.25,-0.52,12.56,-15.69,-12.06,-1.12,4.06,1.0,-0.5,-0.75,9.76,99105.49,24.46,2024-11-19 17:04:55
-0.32,-1.39,-0.03,12.56,-15.69,-12.06,-6.5,2.0,1.0,-0.51,-0.77,9.76,99105.51,24.46,2024-11-19 17:04:55
-0.21,-0.81,0.66,13.25,-15.56,-12.5,-2.44,-0.31,-1.31,-0.52,-0.79,9.76,99105.45,24.46,2024-11-19 17:04:55
-0.19,-0.16,0.9,13.69,-14.75,-12.5,-4.87,-4.69,-1.5,-0.5,-0.81,9.75,99105.45,24.45,2024-11-19 17:04:55
-0.12,0.18,0.81,13.69,-14.75,-12.5,-9.31,-8.13,0.13,-0.46,-0.85,9.75,99106.01,24.45,2024-11-19 17:04:55
0.04,-0.17,0.26,14.06,-15.19,-12.56,-7.94,-5.81,0.37,-0.43,-0.9,9.75,99105.9,24.45,2024-11-19 17:04:55
-0.01,-0.2,-0.45,14.06,-15.19,-12.56,-7.81,-2.75,-0.19,-0.42,-0.92,9.75,99105.9,24.45,2024-11-19 17:04:55
-0.14,0.03,1.04,13.38,-14.38,-11.38,-15.0,0.0,-1.87,-0.41,-0.98,9.74,99105.61,24.45,2024-11-19 17:04:55
-0.17,0.36,2.1,13.38,-14.38,-11.38,-10.63,-0.37,-0.19,-0.41,-1.05,9.74,99106.13,24.46,2024-11-19 17:04:55
-0.06,0.58,1.43,14.0,-14.56,-13.0,-4.56,-1.44,2.0,-0.4,-1.07,9.73,99106.13,24.46,2024-11-19 17:04:55
0.09,0.46,0.69,14.0,-14.56,-13.0,-1.75,-0.44,5.06,-0.41,-1.08,9.73,99106.05,24.46,2024-11-19 17:04:55
0.51,-0.58,0.36,14.0,-14.25,-12.19,7.19,2.69,4.87,-0.42,-1.06,9.73,99105.75,24.45,2024-11-19 17:04:55
0.62,0.08,-0.8,14.0,-12.38,-12.19,7.81,4.19,2.69,-0.43,-1.03,9.74,99105.75,24.45,2024-11-19 17:04:55
0.63,-0.31,-0.81,14.0,-12.38,-12.19,-1.87,6.5,0.44,-0.46,-1.02,9.74,99105.71,24.45,2024-11-19 17:04:56
0.51,-0.47,-0.16,12.75,-14.38,-11.56,-3.5,8.5,-1.56,-0.5,-1.04,9.73,99105.65,24.45,2024-11-19 17:04:56
0.09,0.21,0.04,12.75,-14.38,-11.56,-2.87,7.25,-1.06,-0.54,-1.05,9.73,99105.65,24.45,2024-11-19 17:04:56
-0.11,0.37,-0.09,14.38,-13.69,-11.56,-4.25,4.62,1.69,-0.55,-1.07,9.73,99106.23,24.45,2024-11-19 17:04:56
0.21,-0.6,0.28,14.38,-13.69,-11.56,-2.06,1.37,4.5,-0.57,-1.08,9.72,99105.87,24.46,2024-11-19 17:04:56
0.3,-0.44,0.7,14.38,-13.56,-12.0,6.12,-1.75,4.5,-0.57,-1.07,9.73,99105.87,24.46,2024-11-19 17:04:56
0.46,-0.42,-0.41,14.38,-13.56,-12.0,7.37,-5.25,4.25,-0.54,-1.03,9.73,99106.07,24.46,2024-11-19 17:04:56
0.68,-1.1,-0.97,15.5,-14.0,-10.56,6.44,-5.19,-0.56,-0.51,-1.0,9.74,99105.91,24.46,2024-11-19 17:04:56
0.5,-0.63,-0.79,14.88,-13.75,-11.0,7.06,-4.06,-3.0,-0.5,-0.98,9.74,99105.91,24.45,2024-11-19 17:04:56
0.38,-0.32,-1.14,14.88,-13.75,-11.0,4.31,-2.81,-4.37,-0.48,-0.95,9.74,99105.34,24.45,2024-11-19 17:04:56
0.21,-0.2,-0.51,13.69,-15.5,-13.38,0.06,-1.31,-4.69,-0.47,-0.94,9.74,99105.51,24.45,2024-11-19 17:04:56
0.02,-0.11,-0.34,13.69,-15.5,-13.38,-0.88,-1.19,-2.44,-0.46,-0.95,9.74,99105.51,24.45,2024-11-19 17:04:56
0.43,-0.38,-0.95,15.25,-14.38,-12.19,-4.81,-0.31,-2.06,-0.46,-0.96,9.74,99105.88,24.45,2024-11-19 17:04:56
0.33,-0.39,-0.51,15.25,-14.38,-12.19,-9.44,3.19,-2.31,-0.47,-1.0,9.74,99105.84,24.45,2024-11-19 17:04:56
0.19,-0.46,-0.07,14.19,-14.38,-11.75,-10.94,5.19,-2.37,-0.48,-1.04,9.73,99105.84,24.45,2024-11-19 17:04:56
0.39,-0.12,0.59,15.0,-13.69,-12.19,-11.56,6.12,-2.19,-0.51,-1.1,9.73,99106.09,24.45,2024-11-19 17:04:56
0.37,0.38,1.05,15.0,-13.69,-12.19,-9.88,7.69,-1.19,-0.54,-1.15,9.72,99105.44,24.45,2024-11-19 17:04:56
0.22,0.25,0.74,15.0,-13.69,-11.0,-9.63,6.81,-0.5,-0.58,-1.2,9.71,99105.44,24.45,2024-11-19 17:04:56
0.1,-0.03,1.81,15.0,-13.69,-11.0,-8.75,2.81,2.0,-0.6,-1.24,9.7,99105.03,24.45,2024-11-19 17:04:56
0.05,0.08,1.55,15.69,-12.88,-11.88,-0.69,0.31,3.62,-0.61,-1.25,9.7,99105.67,24.45,2024-11-19 17:04:56
-0.1,0.32,1.37,15.69,-12.88,-11.88,-0.19,-1.5,3.56,-0.61,-1.25,9.7,99105.67,24.45,2024-11-19 17:04:56
0.13,-0.04,1.32,15.25,-13.69,-11.69,1.69,-3.44,3.25,-0.59,-1.24,9.7,99105.45,24.45,2024-11-19 17:04:56
0.02,-0.42,-0.13,15.69,-11.75,-10.88,7.25,-2.94,1.12,-0.57,-1.21,9.71,99105.65,24.45,2024-11-19 17:04:56
-0.2,-0.21,-0.57,15.69,-11.75,-10.88,7.81,-1.87,-1.56,-0.57,-1.17,9.71,99105.65,24.45,2024-11-19 17:04:56
-0.36,-0.28,-0.26,14.69,-14.19,-11.88,6.12,-0.13,-4.0,-0.56,-1.15,9.72,99105.77,24.45,2024-11-19 17:04:56
-0.29,-0.28,0.09,14.69,-14.19,-11.88,5.0,-1.5,-4.37,-0.56,-1.13,9.72,99105.2,24.45,2024-11-19 17:04:56
-0.25,-0.18,0.99,16.06,-13.06,-11.0,6.75,-3.69,-3.62,-0.55,-1.11,9.72,99105.2,24.46,2024-11-19 17:04:56
-0.35,0.62,0.42,16.06,-13.06,-11.0,10.56,-5.81,-1.37,-0.52,-1.06,9.73,99105.13,24.46,2024-11-19 17:04:56
-0.22,0.41,-0.25,15.75,-13.06,-11.75,10.81,-8.06,1.0,-0.48,-1.01,9.74,99104.63,24.46,2024-11-19 17:04:56
-0.1,-0.23,-1.1,15.75,-13.06,-11.75,9.06,-5.94,0.94,-0.46,-0.98,9.74,99104.63,24.46,2024-11-19 17:04:56
-0.07,-0.31,-1.34,15.38,-14.19,-11.25,8.0,-2.31,0.44,-0.44,-0.94,9.75,99104.27,24.46,2024-11-19 17:04:56
0.0,-0.07,-2.04,15.38,-14.19,-11.25,1.69,1.44,-0.06,-0.44,-0.91,9.75,99104.52,24.46,2024-11-19 17:04:56
0.15,-0.35,-1.76,15.06,-14.88,-13.38,-7.81,3.37,-1.12,-0.46,-0.95,9.74,99104.52,24.46,2024-11-19 17:04:56
0.1,-0.75,-0.85,15.06,-14.88,-13.38,-16.19,8.0,-3.06,-0.48,-1.0,9.74,99104.84,24.46,2024-11-19 17:04:56
-0.01,-0.59,0.21,14.69,-14.06,-12.69,-11.88,10.25,-4.5,-0.55,-1.09,9.73,99104.97,24.46,2024-11-19 17:04:56
0.0,-0.02,0.08,15.88,-13.69,-12.0,-9.19,9.63,-5.19,-0.58,-1.12,9.72,99104.97,24.46,2024-11-19 17:04:57
-0.25,-0.03,0.48,15.88,-13.69,-12.0,-13.81,6.69,-4.94,-0.61,-1.18,9.71,99105.09,24.46,2024-11-19 17:04:57
-0.35,-0.2,0.6,15.5,-13.38,-11.5,-13.88,4.0,-3.06,-0.63,-1.25,9.7,99104.95,24.46,2024-11-19 17:04:57
-0.31,-0.17,0.56,15.5,-13.38,-11.5,-8.5,1.06,0.25,-0.64,-1.28,9.7,99104.95,24.46,2024-11-19 17:04:57
-0.17,0.36,0.3,16.19,-12.88,-12.0,-7.06,-2.69,3.62,-0.63,-1.31,9.69,99104.89,24.46,2024-11-19 17:04:57
0.18,-0.05,0.83,16.19,-12.88,-12.0,-9.13,-2.0,4.62,-0.62,-1.35,9.69,99104.9,24.46,2024-11-19 17:04:57
-0.08,0.0,1.44,16.19,-13.0,-11.25,-8.31,-2.81,4.75,-0.61,-1.39,9.68,99104.9,24.46,2024-11-19 17:04:57
0.25,-0.38,2.15,16.19,-13.0,-11.25,-2.25,-6.06,9.56,-0.6,-1.4,9.68,99105.19,24.46,2024-11-19 17:04:57
0.38,-0.1,0.98,16.25,-11.75,-11.56,9.88,-8.31,12.0,-0.56,-1.35,9.69,99105.95,24.46,2024-11-19 17:04:57
0.32,-0.15,0.09,16.25,-12.38,-12.25,7.81,-6.31,10.19,-0.54,-1.32,9.7,99105.95,24.46,2024-11-19 17:04:57
0.25,-0.49,0.84,16.25,-12.38,-12.25,8.25,-4.37,9.19,-0.52,-1.28,9.7,99105.61,24.46,2024-11-19 17:04:57
0.38,-0.71,0.16,16.25,-13.5,-11.56,15.13,-3.5,7.94,-0.51,-1.21,9.71,99104.96,24.46,2024-11-19 17:04:57
0.19,0.02,-0.35,16.25,-13.5,-11.56,10.81,-3.31,7.25,-0.5,-1.17,9.72,99104.96,24.46,2024-11-19 17:04:57
0.15,-0.1,0.11,15.56,-13.06,-12.56,8.69,1.19,5.06,-0.5,-1.12,9.72,99105.52,24.46,2024-11-19 17:04:57
-0.14,0.52,0.75,15.56,-13.06,-12.56,9.94,-0.69,5.19,-0.5,-1.07,9.73,99104.95,24.46,2024-11-19 17:04:57
0.13,0.09,0.0,17.06,-13.06,-11.75,10.06,-3.62,5.94,-0.5,-1.04,9.73,99104.95,24.46,2024-11-19 17:04:57
0.33,-0.3,-1.51,17.06,-13.06,-11.75,6.87,-5.19,3.19,-0.47,-1.0,9.74,99104.77,24.46,2024-11-19 17:04:57
0.29,-0.36,-1.03,14.88,-14.38,-11.69,2.87,-2.31,-0.25,-0.46,-0.98,9.74,99104.89,24.46,2024-11-19 17:04:57
0.14,-0.18,-1.02,14.56,-14.5,-13.0,-2.0,-1.81,-2.62,-0.45,-0.98,9.74,99104.89,24.46,2024-11-19 17:04:57
0.21,-0.08,-0.29,14.56,-14.5,-13.0,-8.06,-2.37,-3.62,-0.43,-1.02,9.74,99104.91,24.46,2024-11-19 17:04:57
0.11,-0.02,-0.44,16.19,-13.38,-13.19,-5.06,-3.31,-2.19,-0.42,-1.05,9.74,99105.06,24.46,2024-11-19 17:04:57
0.33,-0.1,-0.51,16.19,-13.38,-13.19,-3.12,-2.44,-0.75,-0.4,-1.07,9.73,99105.06,24.46,2024-11-19 17:04:57
0.61,-0.33,-0.7,14.69,-13.25,-12.69,-2.0,0.62,-1.5,-0.4,-1.07,9.73,99105.05,24.46,2024-11-19 17:04:57
0.6,-0.41,-0.79,14.69,-13.25,-12.69,-4.81,2.69,-3.06,-0.41,-1.1,9.73,99105.23,24.45,2024-11-19 17:04:57
0.48,-0.37,0.15,15.75,-13.25,-13.06,-7.75,4.31,-4.94,-0.41,-1.14,9.73,99105.23,24.45,2024-11-19 17:04:57
0.53,-0.2,1.11,15.06,-12.56,-15.06,-5.5,4.19,-5.44,-0.43,-1.17,9.72,99105.0,24.45,2024-11-19 17:04:57
0.62,-0.08,0.53,15.06,-12.56,-15.06,-6.44,4.25,-8.44,-0.44,-1.2,9.72,99105.09,24.45,2024-11-19 17:04:57
0.07,0.43,0.55,15.5,-12.56,-14.25,-9.44,4.37,-10.94,-0.45,-1.23,9.71,99105.09,24.45,2024-11-19 17:04:57
-0.1,0.07,1.21,15.5,-12.56,-14.25,-11.75,2.5,-9.38,-0.46,-1.29,9.7,99104.97,24.45,2024-11-19 17:04:57
-0.23,0.11,2.25,15.5,-10.88,-14.69,0.25,0.62,-8.19,-0.46,-1.31,9.7,99105.2,24.45,2024-11-19 17:04:57
0.22,0.29,1.95,15.5,-10.88,-14.69,4.81,-4.94,-7.12,-0.45,-1.3,9.7,99105.2,24.45,2024-11-19 17:04:57
0.26,-0.24,0.1,16.25,-11.25,-12.06,5.56,-3.56,-10.94,-0.42,-1.27,9.71,99105.74,24.45,2024-11-19 17:04:57
-0.19,-0.21,-0.34,14.88,-11.19,-15.0,3.44,-0.44,-14.63,-0.4,-1.25,9.71,99105.08,24.45,2024-11-19 17:04:57
-0.45,-0.15,-0.64,14.88,-11.19,-15.0,4.5,1.19,-15.13,-0.4,-1.23,9.71,99105.08,24.44,2024-11-19 17:04:57
-0.68,0.14,-0.47,14.56,-10.75,-15.0,4.06,2.12,-13.63,-0.4,-1.22,9.72,99105.04,24.44,2024-11-19 17:04:57
-0.64,0.63,0.79,14.56,-10.75,-15.0,4.87,-0.75,-8.94,-0.39,-1.2,9.72,99105.21,24.45,2024-11-19 17:04:57
-0.43,0.51,1.08,15.06,-10.56,-14.19,6.56,-4.69,-6.19,-0.38,-1.18,9.72,99105.21,24.44,2024-11-19 17:04:58
-0.07,0.16,-0.09,15.06,-10.56,-14.19,11.5,-10.63,-3.19,-0.33,-1.13,9.73,99106.14,24.44,2024-11-19 17:04:58
0.15,-0.19,-1.49,14.5,-10.06,-14.56,15.06,-7.94,-2.69,-0.29,-1.06,9.74,99106.59,24.45,2024-11-19 17:04:58
0.19,-0.31,-1.78,14.5,-10.06,-14.56,12.19,-4.62,-3.94,-0.26,-1.0,9.75,99106.59,24.44,2024-11-19 17:04:58
-0.03,-0.43,-1.42,15.0,-9.75,-14.06,4.0,-1.31,-6.37,-0.25,-0.98,9.75,99106.21,24.44,2024-11-19 17:04:58
-0.28,0.45,-0.86,14.75,-10.75,-15.69,-2.25,0.56,-5.0,-0.25,-0.98,9.75,99106.09,24.44,2024-11-19 17:04:58
-0.38,0.04,-0.72,14.75,-10.75,-15.69,-6.75,1.0,-2.19,-0.25,-1.0,9.75,99106.09,24.44,2024-11-19 17:04:58
-0.34,-0.11,-0.05,14.75,-8.69,-15.38,-7.12,3.0,1.69,-0.26,-1.04,9.74,99105.73,24.44,2024-11-19 17:04:58
-0.21,-0.23,-0.24,14.75,-8.69,-15.38,-5.5,2.69,4.87,-0.28,-1.07,9.74,99105.39,24.44,2024-11-19 17:04:58
-0.07,-0.45,-0.77,15.06,-8.06,-15.25,-8.31,3.25,4.75,-0.29,-1.09,9.74,99105.39,24.44,2024-11-19 17:04:58
0.07,-0.63,0.86,15.06,-8.06,-15.25,-14.19,1.81,4.62,-0.3,-1.16,9.73,99105.73,24.44,2024-11-19 17:04:58
0.1,-0.33,1.16,14.5,-8.0,-14.38,-10.06,-2.0,5.44,-0.3,-1.24,9.72,99105.82,24.44,2024-11-19 17:04:58
-0.05,0.09,0.19,14.56,-7.87,-14.75,-8.56,-2.0,5.19,-0.3,-1.26,9.71,99105.82,24.44,2024-11-19 17:04:58
-0.16,-0.29,0.66,14.56,-7.87,-14.75,-11.5,-0.62,3.87,-0.3,-1.31,9.71,99105.83,24.44,2024-11-19 17:04:58
-0.35,-0.57,1.82,14.69,-6.75,-15.56,-7.75,-0.13,4.56,-0.3,-1.36,9.7,99105.89,24.44,2024-11-19 17:04:58
-0.14,-0.34,1.83,14.69,-6.75,-15.56,0.94,-2.56,5.56,-0.29,-1.36,9.7,99105.89,24.44,2024-11-19 17:04:58
-0.06,0.57,0.66,14.69,-7.25,-15.0,5.0,-6.75,5.5,-0.26,-1.33,9.71,99105.9,24.44,2024-11-19 17:04:58
-0.08,-0.41,0.0,14.69,-7.25,-15.0,4.62,-4.94,5.25,-0.24,-1.3,9.71,99105.84,24.44,2024-11-19 17:04:58
0.09,-0.19,-0.3,15.38,-5.37,-15.88,10.81,0.25,2.56,-0.24,-1.27,9.71,99105.84,24.44,2024-11-19 17:04:58
0.28,0.17,-0.31,14.69,-5.87,-14.88,12.25,1.25,0.44,-0.25,-1.21,9.72,99106.12,24.44,2024-11-19 17:04:58
0.12,0.06,0.28,14.69,-5.87,-14.88,9.75,0.75,-1.19,-0.25,-1.16,9.73,99106.47,24.44,2024-11-19 17:04:58
-0.16,0.24,0.44,14.88,-6.5,-15.5,11.06,0.5,-1.81,-0.25,-1.12,9.73,99106.47,24.44,2024-11-19 17:04:58
0.0,0.21,0.34,14.88,-6.5,-15.5,14.75,-0.44,-0.75,-0.25,-1.06,9.74,99106.35,24.44,2024-11-19 17:04:58
0.27,0.1,0.24,13.69,-7.69,-15.0,17.87,-2.5,-0.88,-0.24,-0.94,9.75,99105.98,24.45,2024-11-19 17:04:58
0.31,-0.13,-0.66,13.69,-7.69,-15.0,16.94,-5.81,-2.75,-0.22,-0.88,9.76,99105.98,24.44,2024-11-19 17:04:58
0.53,-0.61,-1.03,14.75,-6.56,-16.25,13.25,-6.31,-5.5,-0.19,-0.81,9.77,99106.18,24.44,2024-11-19 17:04:58
0.5,-0.37,-1.54,13.69,-7.25,-16.75,7.25,-5.06,-9.63,-0.16,-0.77,9.77,99105.69,24.44,2024-11-19 17:04:58
0.47,-0.44,-1.1,13.69,-7.25,-16.75,0.5,-3.94,-11.38,-0.14,-0.76,9.77,99105.69,24.44,2024-11-19 17:04:58
0.39,-0.25,-0.72,14.56,-8.06,-16.37,-3.94,-1.25,-12.81,-0.12,-0.78,9.77,99105.83,24.44,2024-11-19 17:04:58
0.31,0.2,-0.64,14.56,-8.06,-16.37,-7.19,1.37,-11.81,-0.12,-0.82,9.77,99105.46,24.44,2024-11-19 17:04:58
0.35,-0.27,-0.86,13.75,-6.87,-15.25,-12.69,5.31,-10.5,-0.13,-0.86,9.76,99105.46,24.44,2024-11-19 17:04:58
0.23,-0.42,-0.23,13.75,-6.87,-15.25,-14.56,10.0,-9.69,-0.17,-0.93,9.76,99105.56,24.44,2024-11-19 17:04:58
0.17,-0.18,-0.13,13.06,-5.75,-16.06,-12.63,13.88,-7.94,-0.23,-1.0,9.75,99104.98,24.44,2024-11-19 17:04:58
0.21,0.32,1.04,13.06,-5.75,-16.06,-15.06,15.13,-6.69,-0.28,-1.05,9.74,99104.98,24.44,2024-11-19 17:04:58
0.38,0.26,1.91,13.88,-5.0,-16.06,-13.63,10.44,-3.87,-0.34,-1.12,9.73,99105.4,24.44,2024-11-19 17:04:58
0.37,-0.18,0.95,14.5,-4.5,-14.88,-9.69,3.25,-1.62,-0.36,-1.17,9.72,99105.86,24.44,2024-11-19 17:04:59
0.38,-0.5,1.24,14.5,-4.5,-14.88,-4.69,-0.06,0.62,-0.37,-1.21,9.72,99105.86,24.44,2024-11-19 17:04:59
0.04,0.26,1.31,15.38,-2.56,-15.69,4.87,0.5,0.81,-0.37,-1.2,9.72,99105.82,24.44,2024-11-19 17:04:59
0.12,0.22,1.39,15.38,-2.56,-15.69,7.37,0.81,0.75,-0.37,-1.16,9.72,99105.49,24.44,2024-11-19 17:04:59
-0.03,-0.1,0.37,14.5,-2.25,-15.19,10.13,2.31,-1.19,-0.38,-1.13,9.73,99105.49,24.44,2024-11-19 17:04:59
-0.4,0.16,-0.17,14.5,-2.25,-15.19,9.38,2.31,-2.87,-0.39,-1.08,9.73,99106.06,24.44,2024-11-19 17:04:59
-0.54,0.42,-0.18,16.56,-2.56,-15.75,8.06,1.37,-1.25,-0.4,-1.04,9.74,99106.56,24.44,2024-11-19 17:04:59
-0.41,0.31,-0.02,16.56,-2.56,-15.75,6.0,-2.5,1.69,-0.39,-1.01,9.74,99106.56,24.44,2024-11-19 17:04:59
-0.17,0.04,0.48,16.69,-2.25,-16.69,8.19,-5.81,1.5,-0.36,-0.98,9.75,99106.69,24.44,2024-11-19 17:04:59
-0.16,0.43,0.89,16.06,-2.25,-16.25,10.19,-11.25,2.31,-0.32,-0.93,9.75,99106.49,24.44,2024-11-19 17:04:59
-0.06,0.02,-0.05,16.06,-2.25,-16.25,10.94,-13.56,3.06,-0.27,-0.89,9.76,99106.49,24.44,2024-11-19 17:04:59
0.09,-0.37,-1.26,15.75,-2.69,-16.69,14.0,-11.88,2.12,-0.21,-0.83,9.76,99106.07,24.44,2024-11-19 17:04:59
0.25,-0.52,-2.25,15.75,-2.69,-16.69,8.19,-5.12,0.5,-0.17,-0.77,9.77,99105.6,24.44,2024-11-19 17:04:59
0.17,-0.39,-2.01,14.38,-3.06,-16.56,2.06,-0.94,-0.94,-0.17,-0.76,9.77,99105.6,24.44,2024-11-19 17:04:59
-0.29,-0.04,-0.78,14.38,-3.06,-16.56,-3.94,4.94,-2.06,-0.18,-0.77,9.77,99105.59,24.44,2024-11-19 17:04:59
-0.5,0.59,0.01,15.5,-3.0,-17.0,-7.06,3.94,5.19,-0.21,-0.81,9.77,99105.47,24.44,2024-11-19 17:04:59
-0.04,-0.29,-0.67,16.25,-1.75,-17.19,-7.94,5.25,7.19,-0.23,-0.84,9.76,99105.47,24.44,2024-11-19 17:04:59
0.25,-0.55,-0.98,16.25,-1.75,-17.19,-12.81,8.19,6.31,-0.27,-0.89,9.76,99105.84,24.44,2024-11-19 17:04:59
0.21,-0.29,0.48,15.19,-1.69,-16.25,-18.37,7.69,4.94,-0.31,-0.97,9.75,99105.34,24.44,2024-11-19 17:04:59
0.13,-0.09,0.98,15.19,-1.69,-16.25,-19.56,3.12,5.75,-0.33,-1.04,9.74,99105.34,24.44,2024-11-19 17:04:59
0.11,0.23,1.52,16.0,-1.37,-16.56,-15.63,-3.25,8.88,-0.32,-1.15,9.73,99105.62,24.44,2024-11-19 17:04:59
0.1,0.4,0.88,16.0,-1.37,-16.56,-12.06,-4.25,10.69,-0.31,-1.21,9.72,99105.59,24.44,2024-11-19 17:04:59
0.07,-0.28,0.85,15.88,-0.25,-15.88,-11.75,-4.0,11.31,-0.3,-1.25,9.72,99105.59,24.44,2024-11-19 17:04:59
-0.04,-0.36,1.83,15.88,0.37,-16.5,-0.81,-3.0,12.56,-0.29,-1.28,9.71,99106.06,24.44,2024-11-19 17:04:59
0.07,0.27,0.78,15.88,0.37,-16.5,9.63,-3.25,12.81,-0.29,-1.24,9.72,99106.2,24.44,2024-11-19 17:04:59
-0.01,0.27,0.96,14.5,0.06,-16.06,8.63,-2.81,12.25,-0.28,-1.19,9.72,99106.2,24.44,2024-11-19 17:04:59
0.2,-0.29,1.03,14.5,0.06,-16.06,14.06,-4.25,10.13,-0.27,-1.13,9.73,99105.84,24.44,2024-11-19 17:04:59
0.45,-0.33,-0.84,15.06,0.25,-16.69,10.31,-5.75,6.75,-0.25,-1.07,9.74,99105.99,24.44,2024-11-19 17:04:59
0.29,-0.36,-0.65,15.06,0.25,-16.69,6.5,-3.5,4.44,-0.24,-1.05,9.74,99105.99,24.44,2024-11-19 17:04:59
-0.05,0.59,0.04,15.19,-1.19,-16.5,6.25,-1.25,3.0,-0.23,-1.0,9.75,99105.84,24.44,2024-11-19 17:04:59
-0.27,0.9,-0.06,14.38,-1.06,-16.75,4.69,-0.62,4.12,-0.23,-0.99,9.75,99105.94,24.44,2024-11-19 17:04:59
-0.32,0.49,0.4,14.38,-1.06,-16.75,5.06,-0.06,7.06,-0.23,-0.96,9.75,99105.94,24.44,2024-11-19 17:04:59
0.06,-0.38,0.12,15.06,-0.69,-18.37,10.75,-1.37,7.19,-0.23,-0.92,9.76,99106.06,24.44,2024-11-19 17:04:59
0.42,-0.62,-0.74,15.06,-0.69,-18.37,11.13,-2.5,2.87,-0.22,-0.86,9.76,99105.28,24.44,2024-11-19 17:04:59
0.51,-0.83,-1.2,15.69,0.19,-17.56,5.31,-2.5,-1.5,-0.21,-0.84,9.76,99105.28,24.44,2024-11-19 17:04:59
