a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
0.0,-0.12,0.57,-12.5,-20.87,-24.06,0.5,3.12,-0.56,-0.38,-0.71,9.77,99107.53,24.31,2024-11-19 17:05:38
0.12,0.0,0.44,-12.5,-20.87,-24.06,-0.44,-0.25,-1.44,-0.39,-0.71,9.77,99107.53,24.31,2024-11-19 17:05:39
0.03,-0.16,0.11,-12.5,-20.87,-24.06,-2.37,-2.37,-1.75,-0.38,-0.71,9.77,99107.77,24.31,2024-11-19 17:05:39
0.08,-0.03,0.04,-12.5,-20.87,-23.69,-2.19,-3.69,-1.31,-0.35,-0.73,9.77,99107.84,24.31,2024-11-19 17:05:39
0.07,0.16,-0.15,-12.75,-20.56,-24.5,-2.75,-3.87,-1.56,-0.34,-0.74,9.77,99107.84,24.31,2024-11-19 17:05:39
0.0,-0.17,-0.15,-12.75,-20.56,-24.5,-3.81,-3.0,-1.31,-0.32,-0.76,9.77,99108.23,24.31,2024-11-19 17:05:39
0.0,0.07,0.08,-13.19,-21.69,-24.06,-1.19,-1.37,-0.94,-0.31,-0.77,9.77,99107.98,24.31,2024-11-19 17:05:39
0.05,0.08,-0.04,-13.19,-21.69,-24.06,-0.31,-0.88,-0.5,-0.31,-0.77,9.77,99107.98,24.31,2024-11-19 17:05:39
0.06,-0.3,0.24,-12.5,-20.56,-24.87,-1.31,-0.62,0.19,-0.3,-0.78,9.77,99108.03,24.31,2024-11-19 17:05:39
0.15,-0.09,0.23,-12.5,-20.56,-24.87,0.37,-0.69,-0.31,-0.3,-0.78,9.77,99108.4,24.31,2024-11-19 17:05:39
0.04,0.06,0.09,-12.5,-20.19,-24.87,-1.0,-1.87,-0.06,-0.29,-0.78,9.77,99108.4,24.31,2024-11-19 17:05:39
-0.12,0.21,-0.35,-13.56,-20.19,-25.69,-3.75,-2.31,1.81,-0.28,-0.79,9.76,99108.19,24.31,2024-11-19 17:05:39
0.02,-0.15,-0.22,-13.56,-20.19,-25.69,-5.75,1.94,3.0,-0.28,-0.82,9.76,99107.5,24.31,2024-11-19 17:05:39
0.15,-0.09,0.0,-13.19,-19.75,-24.5,-3.37,6.5,3.19,-0.31,-0.84,9.76,99107.5,24.3,2024-11-19 17:05:39
0.08,0.03,0.06,-13.19,-19.75,-24.5,-3.5,7.94,2.87,-0.35,-0.86,9.76,99107.61,24.3,2024-11-19 17:05:39
0.08,0.28,-0.02,-13.19,-19.75,-24.06,-6.12,8.63,3.81,-0.39,-0.88,9.75,99108.09,24.31,2024-11-19 17:05:39
0.07,-0.31,0.26,-13.19,-19.75,-24.06,-4.56,10.13,4.56,-0.43,-0.9,9.75,99108.09,24.3,2024-11-19 17:05:39
0.11,-0.42,-0.01,-12.75,-20.19,-25.37,-0.56,11.44,4.5,-0.48,-0.91,9.75,99107.71,24.3,2024-11-19 17:05:39
-0.05,-0.01,0.19,-11.75,-20.19,-25.0,-0.62,8.75,4.19,-0.53,-0.91,9.74,99107.88,24.31,2024-11-19 17:05:39
-0.34,-0.02,0.26,-11.75,-20.19,-25.0,-1.94,5.19,4.81,-0.56,-0.91,9.74,99107.88,24.31,2024-11-19 17:05:39
-0.18,-0.08,0.47,-11.38,-20.19,-24.19,-1.5,-0.31,6.44,-0.57,-0.92,9.74,99107.96,24.31,2024-11-19 17:05:39
0.03,-0.08,-0.05,-11.38,-20.19,-24.19,-1.5,-3.87,5.87,-0.55,-0.93,9.74,99108.55,24.31,2024-11-19 17:05:39
0.0,-0.16,-0.13,-12.06,-20.19,-25.0,-1.25,-3.37,4.69,-0.54,-0.93,9.74,99108.55,24.31,2024-11-19 17:05:39
0.0,0.02,0.1,-12.06,-20.19,-25.0,1.75,-1.44,4.12,-0.53,-0.92,9.74,99107.66,24.31,2024-11-19 17:05:39
0.13,-0.08,-0.06,-12.06,-20.19,-25.0,0.56,-0.19,2.37,-0.53,-0.92,9.74,99107.84,24.31,2024-11-19 17:05:39
0.09,-0.22,0.16,-12.06,-20.19,-25.0,-0.94,0.69,0.62,-0.53,-0.92,9.74,99107.84,24.31,2024-11-19 17:05:39
-0.04,-0.06,0.15,-13.19,-19.75,-25.75,0.5,1.19,-0.88,-0.53,-0.92,9.74,99107.92,24.31,2024-11-19 17:05:39
-0.2,-0.09,-0.13,-12.5,-19.5,-25.37,1.69,0.94,-0.94,-0.54,-0.92,9.74,99108.34,24.31,2024-11-19 17:05:39
-0.17,0.02,0.16,-12.5,-19.5,-25.37,1.62,0.13,-0.62,-0.54,-0.91,9.74,99108.34,24.31,2024-11-19 17:05:39
0.08,0.01,0.06,-13.56,-19.5,-24.56,0.62,-1.56,-0.81,-0.54,-0.91,9.74,99108.52,24.31,2024-11-19 17:05:39
0.06,-0.3,-0.02,-13.56,-19.5,-24.56,1.56,-1.31,-2.0,-0.53,-0.9,9.74,99108.39,24.32,2024-11-19 17:05:39
-0.04,-0.09,0.15,-12.06,-19.5,-26.5,3.0,-1.31,-2.37,-0.53,-0.89,9.75,99108.39,24.32,2024-11-19 17:05:39
-0.01,0.09,0.11,-12.06,-19.5,-26.5,2.62,-2.5,-2.31,-0.52,-0.88,9.75,99108.42,24.32,2024-11-19 17:05:39
0.22,-0.05,0.18,-12.5,-20.56,-25.75,1.31,-3.31,-2.81,-0.5,-0.87,9.75,99108.6,24.32,2024-11-19 17:05:39
0.0,-0.23,0.03,-12.5,-20.56,-25.75,2.56,-3.0,-3.5,-0.49,-0.87,9.75,99108.6,24.32,2024-11-19 17:05:39
-0.13,0.21,0.07,-12.5,-19.5,-24.19,3.06,-2.94,-3.37,-0.47,-0.85,9.75,99108.7,24.32,2024-11-19 17:05:39
0.1,0.08,0.11,-12.5,-19.75,-25.0,1.44,-3.44,-1.56,-0.45,-0.84,9.75,99108.09,24.32,2024-11-19 17:05:39
0.14,-0.18,0.07,-12.5,-19.75,-25.0,0.75,-3.56,-1.19,-0.44,-0.84,9.76,99108.09,24.32,2024-11-19 17:05:40
0.08,-0.23,0.02,-12.06,-19.75,-25.0,0.44,-2.75,-1.69,-0.42,-0.84,9.76,99108.0,24.32,2024-11-19 17:05:40
0.08,0.21,0.24,-12.06,-19.75,-25.0,-1.56,-2.19,-1.75,-0.41,-0.84,9.76,99107.55,24.32,2024-11-19 17:05:40
0.07,-0.18,0.08,-13.19,-19.75,-25.0,-2.19,-2.37,-1.62,-0.4,-0.85,9.76,99107.55,24.32,2024-11-19 17:05:40
0.03,-0.04,0.06,-13.19,-19.75,-25.0,-0.88,-0.94,-1.81,-0.39,-0.86,9.76,99107.77,24.32,2024-11-19 17:05:40
0.08,0.1,-0.04,-13.56,-19.75,-24.19,-2.12,-0.94,-2.06,-0.39,-0.87,9.76,99107.33,24.32,2024-11-19 17:05:40
0.07,0.01,0.15,-13.56,-19.75,-24.19,-4.25,-1.56,-1.75,-0.38,-0.88,9.75,99107.33,24.32,2024-11-19 17:05:40
-0.12,-0.14,-0.1,-12.5,-20.19,-24.69,-3.94,-1.69,-0.62,-0.37,-0.9,9.75,99107.25,24.32,2024-11-19 17:05:40
-0.08,-0.02,-0.05,-13.19,-19.75,-24.69,-3.0,-0.56,0.69,-0.37,-0.92,9.75,99107.38,24.33,2024-11-19 17:05:40
0.06,0.0,0.13,-13.19,-19.75,-24.69,-3.12,-0.37,1.37,-0.37,-0.93,9.75,99107.38,24.33,2024-11-19 17:05:40
0.1,-0.2,0.1,-12.75,-19.06,-23.5,-2.56,-1.25,0.88,-0.36,-0.95,9.75,99107.66,24.33,2024-11-19 17:05:40
0.0,-0.1,0.07,-12.75,-19.06,-23.5,0.25,-0.69,0.44,-0.36,-0.96,9.75,99107.66,24.33,2024-11-19 17:05:40
0.07,0.08,0.16,-13.56,-20.56,-25.5,1.12,-0.37,0.44,-0.36,-0.95,9.75,99107.66,24.33,2024-11-19 17:05:40
0.08,-0.12,-0.16,-13.56,-20.56,-25.5,0.69,-0.62,0.44,-0.36,-0.95,9.75,99107.73,24.33,2024-11-19 17:05:40
-0.01,-0.12,0.12,-12.06,-19.75,-25.87,0.94,0.62,0.06,-0.36,-0.95,9.75,99107.84,24.33,2024-11-19 17:05:40
0.0,0.01,0.14,-12.06,-19.75,-25.87,2.06,0.75,0.31,-0.36,-0.94,9.75,99107.84,24.33,2024-11-19 17:05:40
-0.04,-0.06,0.04,-14.0,-19.75,-25.5,0.88,-0.37,0.69,-0.36,-0.93,9.75,99108.1,24.33,2024-11-19 17:05:40
-0.14,-0.15,0.24,-13.56,-19.75,-25.5,0.19,-0.37,1.06,-0.36,-0.94,9.75,99107.77,24.33,2024-11-19 17:05:40
0.01,-0.04,0.06,-13.56,-19.75,-25.5,0.81,-0.88,1.31,-0.36,-0.93,9.75,99107.77,24.33,2024-11-19 17:05:40
0.15,-0.19,0.03,-12.75,-19.5,-25.06,-0.06,-0.75,0.81,-0.35,-0.93,9.75,99107.9,24.33,2024-11-19 17:05:40
0.06,-0.11,0.11,-12.75,-19.5,-25.06,0.0,0.13,-0.75,-0.35,-0.94,9.75,99107.8,24.33,2024-11-19 17:05:40
-0.06,0.22,0.09,-12.75,-20.19,-25.06,0.88,0.5,-1.06,-0.35,-0.93,9.75,99107.8,24.33,2024-11-19 17:05:40
-0.05,-0.01,-0.01,-12.75,-20.19,-25.06,0.06,0.13,-0.5,-0.35,-0.93,9.75,99108.41,24.33,2024-11-19 17:05:40
0.05,-0.27,0.17,-13.19,-20.19,-25.06,0.0,0.69,-0.75,-0.35,-0.93,9.75,99108.22,24.33,2024-11-19 17:05:40
0.22,-0.14,0.15,-14.0,-20.19,-24.69,1.19,0.13,-2.06,-0.35,-0.93,9.75,99108.22,24.33,2024-11-19 17:05:40
-0.04,-0.02,0.11,-14.0,-20.19,-24.69,-0.37,-0.81,-3.62,-0.35,-0.93,9.75,99108.02,24.33,2024-11-19 17:05:40
-0.29,0.09,0.25,-12.75,-19.75,-24.25,-0.19,-1.44,-2.62,-0.34,-0.93,9.75,99107.66,24.33,2024-11-19 17:05:40
0.07,0.01,0.1,-12.75,-19.75,-24.25,0.75,-2.12,-0.81,-0.33,-0.93,9.75,99107.66,24.33,2024-11-19 17:05:40
0.24,-0.16,0.0,-14.0,-19.06,-25.06,0.81,-2.37,-0.62,-0.32,-0.92,9.75,99107.83,24.33,2024-11-19 17:05:40
0.03,0.1,-0.09,-14.0,-19.06,-25.06,0.13,-2.19,-1.37,-0.31,-0.92,9.75,99107.82,24.33,2024-11-19 17:05:40
-0.1,0.08,0.17,-12.5,-19.75,-24.69,0.25,-0.75,-0.19,-0.3,-0.92,9.75,99107.82,24.33,2024-11-19 17:05:40
0.03,-0.17,0.07,-12.5,-19.75,-24.69,3.06,0.5,0.5,-0.3,-0.91,9.75,99107.72,24.33,2024-11-19 17:05:40
0.24,-0.09,-0.04,-12.75,-19.87,-23.87,1.81,0.88,-0.44,-0.3,-0.9,9.75,99107.55,24.33,2024-11-19 17:05:40
-0.05,0.01,0.09,-13.56,-20.19,-24.69,1.06,1.06,-0.75,-0.3,-0.9,9.76,99107.55,24.33,2024-11-19 17:05:40
-0.06,-0.08,-0.03,-13.56,-20.19,-24.69,2.12,1.06,1.0,-0.31,-0.89,9.76,99107.66,24.33,2024-11-19 17:05:40
0.11,0.03,0.17,-13.19,-20.19,-25.5,2.0,0.94,2.06,-0.32,-0.87,9.76,99107.96,24.33,2024-11-19 17:05:41
-0.08,0.0,-0.09,-13.19,-20.19,-25.5,0.31,0.37,2.19,-0.32,-0.87,9.76,99107.96,24.33,2024-11-19 17:05:41
-0.05,-0.14,0.15,-12.75,-19.5,-24.25,-0.75,1.94,2.69,-0.32,-0.88,9.76,99108.26,24.33,2024-11-19 17:05:41
0.17,-0.15,0.15,-12.75,-20.56,-24.69,0.5,2.37,2.37,-0.34,-0.88,9.76,99108.41,24.33,2024-11-19 17:05:41
0.07,-0.21,0.0,-12.75,-20.56,-24.69,0.31,1.81,1.12,-0.34,-0.88,9.76,99108.41,24.33,2024-11-19 17:05:41
-0.09,0.0,0.23,-13.19,-20.56,-24.25,-0.44,1.5,-0.5,-0.35,-0.88,9.76,99108.66,24.33,2024-11-19 17:05:41
-0.14,0.04,0.08,-13.19,-20.56,-24.25,-0.06,0.25,0.37,-0.36,-0.88,9.76,99108.68,24.33,2024-11-19 17:05:41
0.04,-0.24,-0.16,-12.5,-20.56,-24.25,-0.25,-0.69,0.88,-0.36,-0.88,9.76,99108.68,24.33,2024-11-19 17:05:41
0.02,-0.26,0.15,-12.5,-20.56,-24.25,-0.13,-0.25,-0.06,-0.36,-0.88,9.75,99108.92,24.33,2024-11-19 17:05:41
0.06,0.0,0.01,-14.0,-20.56,-25.06,0.37,-0.88,-0.44,-0.35,-0.88,9.76,99108.82,24.34,2024-11-19 17:05:41
0.01,-0.06,0.01,-14.0,-20.56,-25.06,-0.75,-1.19,-0.62,-0.35,-0.88,9.76,99108.82,24.33,2024-11-19 17:05:41
-0.09,-0.08,0.18,-14.25,-19.75,-25.06,1.0,-0.81,-0.13,-0.35,-0.88,9.76,99108.6,24.33,2024-11-19 17:05:41
0.0,0.01,-0.11,-12.75,-19.75,-25.5,1.5,-1.5,1.06,-0.34,-0.87,9.76,99108.67,24.34,2024-11-19 17:05:41
0.08,-0.03,-0.06,-12.75,-19.75,-25.5,0.19,-0.94,1.12,-0.33,-0.87,9.76,99108.67,24.34,2024-11-19 17:05:41
0.12,-0.18,0.06,-13.19,-19.5,-24.69,1.0,0.25,0.5,-0.33,-0.87,9.76,99108.63,24.34,2024-11-19 17:05:41
0.04,-0.2,0.0,-13.19,-19.5,-24.69,1.94,1.5,0.19,-0.34,-0.86,9.76,99108.87,24.34,2024-11-19 17:05:41
-0.07,-0.02,0.1,-13.19,-19.5,-26.56,1.94,1.5,0.44,-0.34,-0.86,9.76,99108.87,24.34,2024-11-19 17:05:41
0.07,-0.08,0.11,-13.19,-19.5,-26.56,1.62,1.19,0.69,-0.35,-0.85,9.76,99108.64,24.34,2024-11-19 17:05:41
-0.02,-0.06,0.05,-12.75,-20.56,-24.69,1.5,1.0,0.25,-0.35,-0.84,9.76,99109.13,24.34,2024-11-19 17:05:41
-0.11,0.03,0.11,-12.75,-20.56,-24.69,2.06,0.69,0.88,-0.35,-0.84,9.76,99109.13,24.34,2024-11-19 17:05:41
-0.09,0.0,0.03,-13.19,-20.56,-25.06,2.56,-0.13,2.19,-0.36,-0.82,9.76,99109.09,24.34,2024-11-19 17:05:41
0.09,-0.07,0.16,-13.19,-20.87,-23.5,1.44,-0.81,1.25,-0.35,-0.81,9.76,99108.01,24.34,2024-11-19 17:05:41
0.09,-0.06,0.04,-13.19,-20.87,-23.5,1.31,-1.06,0.62,-0.35,-0.81,9.76,99108.01,24.33,2024-11-19 17:05:41
-0.09,-0.02,-0.05,-12.5,-20.56,-25.06,0.88,0.13,-0.25,-0.35,-0.8,9.76,99107.68,24.33,2024-11-19 17:05:41
-0.01,0.06,0.06,-12.5,-20.56,-25.06,1.19,0.81,0.06,-0.35,-0.8,9.76,99107.7,24.33,2024-11-19 17:05:41
0.12,0.06,0.0,-13.19,-20.56,-25.87,0.56,0.75,-0.31,-0.35,-0.79,9.76,99107.7,24.34,2024-11-19 17:05:41
-0.01,-0.19,0.04,-13.19,-20.56,-25.87,-1.19,1.31,-1.0,-0.36,-0.8,9.76,99108.25,24.34,2024-11-19 17:05:41
-0.06,-0.04,0.13,-12.75,-20.56,-26.56,-0.25,1.87,-1.12,-0.37,-0.8,9.76,99107.85,24.33,2024-11-19 17:05:41
-0.02,0.01,0.13,-12.75,-20.56,-24.25,-0.88,0.13,-1.31,-0.37,-0.8,9.76,99107.85,24.33,2024-11-19 17:05:41
-0.11,-0.17,0.01,-12.75,-20.56,-24.25,-2.19,-1.5,-1.06,-0.36,-0.81,9.76,99107.46,24.33,2024-11-19 17:05:41
0.06,-0.14,0.07,-12.75,-20.19,-24.69,-0.19,-1.25,-1.12,-0.36,-0.82,9.76,99106.49,24.33,2024-11-19 17:05:41
0.16,-0.08,-0.3,-12.75,-20.19,-24.69,0.75,-0.88,-2.19,-0.35,-0.82,9.76,99106.49,24.33,2024-11-19 17:05:41
0.01,-0.12,0.14,-12.75,-20.19,-24.69,1.44,-0.19,-3.25,-0.35,-0.82,9.76,99107.36,24.33,2024-11-19 17:05:41
-0.05,-0.03,0.03,-14.25,-20.19,-24.69,3.25,-0.31,-2.62,-0.35,-0.81,9.76,99107.73,24.33,2024-11-19 17:05:41
0.05,-0.14,0.1,-14.25,-20.19,-24.69,3.44,-0.19,-2.37,-0.35,-0.79,9.76,99107.73,24.33,2024-11-19 17:05:41
-0.01,-0.06,-0.01,-12.5,-19.5,-23.06,4.19,-0.69,-1.75,-0.35,-0.78,9.76,99108.19,24.33,2024-11-19 17:05:42
0.0,0.02,0.2,-12.5,-19.5,-23.06,2.56,-0.81,-1.44,-0.34,-0.76,9.77,99107.9,24.33,2024-11-19 17:05:42
0.1,-0.03,-0.02,-13.19,-20.56,-23.5,2.0,-0.81,-1.37,-0.34,-0.75,9.77,99107.9,24.32,2024-11-19 17:05:42
0.01,-0.07,-0.04,-13.19,-20.56,-23.5,1.5,-1.0,-1.31,-0.33,-0.74,9.77,99108.26,24.32,2024-11-19 17:05:42
-0.11,0.1,0.08,-13.19,-20.87,-23.87,1.25,-0.81,-0.56,-0.33,-0.74,9.77,99107.65,24.33,2024-11-19 17:05:42
-0.07,-0.01,0.13,-13.19,-20.87,-23.87,0.75,-0.88,0.31,-0.33,-0.73,9.77,99107.65,24.33,2024-11-19 17:05:42
0.02,-0.16,0.09,-13.19,-21.25,-24.69,0.75,-0.44,0.94,-0.33,-0.73,9.77,99107.44,24.33,2024-11-19 17:05:42
0.11,-0.18,0.07,-13.56,-21.25,-25.06,0.75,0.06,0.5,-0.32,-0.73,9.77,99108.0,24.33,2024-11-19 17:05:42
0.1,-0.11,0.1,-13.56,-21.25,-25.06,1.37,0.88,-0.81,-0.32,-0.73,9.77,99108.0,24.33,2024-11-19 17:05:42
0.0,0.09,0.12,-12.75,-20.56,-25.06,2.31,0.37,-1.0,-0.33,-0.72,9.77,99107.93,24.33,2024-11-19 17:05:42
-0.14,-0.01,0.11,-12.75,-20.56,-25.06,1.44,0.37,-0.25,-0.33,-0.71,9.77,99107.47,24.33,2024-11-19 17:05:42
0.01,-0.12,0.02,-12.75,-21.25,-25.87,2.56,0.25,0.5,-0.33,-0.7,9.77,99107.47,24.33,2024-11-19 17:05:42
0.13,-0.12,-0.02,-12.75,-21.25,-25.87,2.31,-1.06,0.37,-0.32,-0.69,9.77,99107.12,24.33,2024-11-19 17:05:42
-0.04,0.01,0.2,-12.5,-21.25,-24.69,2.19,-1.87,-0.62,-0.32,-0.68,9.77,99107.38,24.33,2024-11-19 17:05:42
-0.04,0.14,0.0,-12.5,-21.25,-24.69,2.94,-2.12,-0.31,-0.31,-0.67,9.77,99107.38,24.34,2024-11-19 17:05:42
0.1,-0.17,-0.11,-12.75,-21.25,-24.69,2.69,-1.44,0.5,-0.3,-0.66,9.77,99106.98,24.34,2024-11-19 17:05:42
0.09,-0.16,-0.01,-13.56,-21.69,-23.87,3.0,-0.5,0.31,-0.3,-0.64,9.78,99107.32,24.34,2024-11-19 17:05:42
0.05,0.16,0.18,-13.56,-21.69,-23.87,2.81,-0.13,0.5,-0.3,-0.63,9.78,99107.32,24.34,2024-11-19 17:05:42
-0.03,-0.05,0.13,-12.75,-20.87,-24.0,1.62,0.25,1.12,-0.3,-0.62,9.78,99107.37,24.34,2024-11-19 17:05:42
0.0,-0.09,0.0,-12.75,-20.87,-24.0,2.0,1.19,1.69,-0.3,-0.62,9.78,99107.39,24.34,2024-11-19 17:05:42
0.08,-0.05,0.08,-12.5,-21.69,-24.25,2.06,1.94,1.62,-0.31,-0.61,9.78,99107.39,24.34,2024-11-19 17:05:42
0.05,-0.07,-0.03,-12.5,-21.69,-24.25,1.06,2.12,1.0,-0.32,-0.6,9.78,99107.27,24.34,2024-11-19 17:05:42
-0.03,-0.02,0.14,-13.56,-21.69,-24.37,1.37,2.44,0.81,-0.33,-0.59,9.78,99107.3,24.34,2024-11-19 17:05:42
0.0,0.0,0.08,-13.56,-21.69,-24.37,2.06,1.87,0.94,-0.34,-0.59,9.78,99107.3,24.34,2024-11-19 17:05:42
-0.01,-0.09,0.14,-14.0,-22.0,-23.56,0.81,1.0,0.62,-0.34,-0.58,9.78,99106.78,24.34,2024-11-19 17:05:42
